"Post Unique Reference","Name","Grade","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?"
"1143483","N/D","OF-6","Director Intelligence Corps/Commandant Defence Intelligence and Security Centre","Comdt DISC is responsible for the delivery of individual intelligence training for all 3 Services. D Int Corps is to provide coherence across the DLODs, through the provision of policy, direction and professional advice to the Army and Defence on all Military Intelligence and Intelligence Corps regimental matters in order to sustain the delivery of military capability from the Army both now and in the future.","Ministry of Defence","Ministry of Defence","Land Forces","01264 886108","LF-Sec-Group@mod.uk","1232962","318210","1.00","N/D","","","Military","","1"
"1182808","N/D","OF-6","Director Royal Logistics Corps","DRLC’s mission is to provide coherence across the Lines of Development, through the provision of policy, direction and professional advice to the Army and Defence on Logistic Support and other logistic and RLC regimental matters in order to sustain the delivery of military capability from the Army both now and in the future.","Ministry of Defence","Ministry of Defence","Land Forces","01264 886108","LF-Sec-Group@mod.uk","1232962","1358818","1.00","N/D","","","Military","","1"
"1180453","N/D","OF-6","Director Electrical & Mechanical Engineering","DEME(A) is to provide coherence across the DLoDs, the provision of policy, direction and professional advice to the Army and Defence in support of Equipment Capability and REME matters in order to sustain military capability in the Land environment both now and in the future.","Ministry of Defence","Ministry of Defence","Land Forces","01264 886108","LF-Sec-Group@mod.uk","1232962","1239125","1.00","N/D","","","Military","","1"
"1147829","Major General P C Marriott CBE","OF-7","Commandant Royal Military Academy Sandhurst","Train and educate sufficient quality Regular/TA officers and soldiers in order to support the operational requirements of the Army and Defence.","Ministry of Defence","Ministry of Defence","Land Forces","01264 886108","LF-Sec-Group@mod.uk","1591926","26677288","1.00","N/D","","","Military","","1"
"1149947","N/D","OF-6","President Army Officer Selection Board","The Army Officer Selection Board is responsible for the selection of Potential Officers for training and education to command soldiers in peace and operations and for specialist functions within the Army. The Army Officer Selection Board (AOSB) is based at Westbury in Wiltshire and has been selecting Army Officers since 1949. It is responsible for the assessment and selection of all Regular, Territorial Army and Professionally Qualified Officers","Ministry of Defence","Ministry of Defence","Land Forces","01264 886108","LF-Sec-Group@mod.uk","1147829","N/D","1.00","N/D","","","Military","","1"
"1591920","Lieutenant General M F N Mans CBE","OF-8","Adjutant General/Commnder Personnel Support Command","AG is to provide the Firm Base in order to support the generation of operational capability.","Ministry of Defence","Ministry of Defence","Land Forces","01264 886108","LF-Sec-Group@mod.uk","1598314","4978787","1.00","125000","129999","","Military","","1"
"1186684","N/D","OF-6","Chief of Staff Personnel and Support Command","Direct and coordinate the staff output within HQ PSC to provide the Firm Base in order to support the generation of operational capability.","Ministry of Defence","Ministry of Defence","Land Forces","01264 886108","LF-Sec-Group@mod.uk","1591920","3102005","1.00","N/D","","","Military","","1"
"1603638","N/D","OF-6","Director Infrastructure","The Directorate of Infrastructure exists to provide the Competent Army Authority for Infrastructure. DInfra defines the required Army Estate and secures the funding required to deliver, develop and maintain the modern infrastructure needed to support the Army’s current and future basing requirements. The overall vision is to ensure that the Army is housed in modern infrastructure on the home base, where soldiers and their families want to live and work.","Ministry of Defence","Ministry of Defence","Land Forces","01264 886108","LF-Sec-Group@mod.uk","1591920","N/D","1.00","N/D","","","Military","","1"
"1606780","Major General M J von Bertele OBE QHS","OF-7","Director General Army Medical Services","DGAMS monitors and assesses the health of the Army to assist DG Pers in the provision of Health Policy. He provides a policy oversight and assurance for CINC in the generation and delivery of medical operational capability. He is directly responsible for the provision of primary care services to the Army and community mental health services to defence. As the CAA&I, he also provides assurance of healthcare delivered by others, including on operations and at Role 4, Secondary Healthcare, Rehabilitation, Dental and Veterinary Services.","Ministry of Defence","Ministry of Defence","Land Forces","01264 886108","LF-Sec-Group@mod.uk","1591920","41925603","1.00","N/D","","","Military","","1"
"1606414","N/D","OF-6","Director Medical Capability (Army)","D Med Plans(A) supports DGAMS in the development of medical operational concepts, doctrine and capability, health advice and healthcare policy in order to meet the requirements of the Army and Defence. To develop Land Forces' medical operational capability in order to meet Army and Defence requirements.","Ministry of Defence","Ministry of Defence","Land Forces","01264 886108","LF-Sec-Group@mod.uk","1606780","N/D","1.00","N/D","","","Military","","1"
"1213000","N/D","OF-6","Director Army Primary Health Care Service","DAPHCS is responsible for delivering a safe and effective primary healthcare service to the Regular Army in the UK in order to enhance and sustain the operational effectiveness of the Army.","Ministry of Defence","Ministry of Defence","Land Forces","01264 886108","LF-Sec-Group@mod.uk","1606780","N/D","1.00","N/D","","","Military","","1"
"1603663","Major General M D Conway","OF-7","Director General Army Legal Services","The Mission of the Director General of the Army Legal Services, Major General D M Howell CB OBE, is to deliver military legal support to the Army. His tasks include the provision of: - Legal support on discipline and administrative law policy and casework, international and operational law, employment law and legislation. - The Army Board and Complaint Panel with legal military support as the Army's Principal Legal Adviser. - Legal support to AG as the Army Inspector. - Army prosecutors for the Tri-Service Prosecuting Authority. - Legal assistance to Service personnel and their dependants, overseas. - Force generation of ALS personnel (sufficient, motivated, trained) as Service Director and Head of Arm for the ALS.","Ministry of Defence","Ministry of Defence","Land Forces","01264 886108","LF-Sec-Group@mod.uk","1591920","N/D","1.00","N/D","","","Military","","1"
"1603664","N/D","OF-6","Director Legal Advisory","D Legal Advisory is a 1* staff directorate in HQLF that delivers military legal support to HQLF and its chain of command on discipline and administrative law, employment law and legislation and training.","Ministry of Defence","Ministry of Defence","Land Forces","01264 886108","LF-Sec-Group@mod.uk","1603663","N/D","1.00","N/D","","","Military","","1"
"1143047","The Venerable J Woodhouse QHC","OF-7","Chaplain General","To give direction and professional advice on Spiritual, Moral and Pastoral needs and assist with the recruitment of chaplains in order to enable CGS to deliver the Army's contribution to current and future defence capabilities","Ministry of Defence","Ministry of Defence","Land Forces","01264 886108","LF-Sec-Group@mod.uk","1591920","N/D","1.00","N/D","","","Military","","1"
"1600451","N/D","OF-6","Deputy Chaplain General","DAPS is to direct the development of Army Personnel Strategy (APS) and programmes, and to provide executive support to AG, in order to support the people component of operational capability.","Ministry of Defence","Ministry of Defence","Land Forces","01264 886108","LF-Sec-Group@mod.uk","1143047","N/D","1.00","N/D","","","Military","","1"
"1598395","Major General G W Berragan CB","OF-7","Director General Personnel","As the 2* lead for the personnel function in the Army staff, to develop and deliver personnel policies, plans and services, and represent the Army's personnel needs in the tri-Service, Defence and cross-Government arenas in order to sustain and enhance the operational effectiveness of the Army.","Ministry of Defence","Ministry of Defence","Land Forces","01264 886108","LF-Sec-Group@mod.uk","1591920","44178466","1.00","N/D","","","Military","","1"
"1603496","N/D","OF-6","Director Staff and Personnel Support (Army)","HQ DSPS(A) is the lead staff branch in HQLF on military human resources delivery and associated issues. It provides the Army with holistic and timely policy, direction and professional advice on all aspects of personnel administration (including delivery of pay, allowances, charges, public and non-public funds) and staff support to units and formations. In addition, as an Arms and Service Directorate, it is also responsible for sustaining the military capability of SPS Branch personnel (Regular and Reserves) across all the DLoDs.","Ministry of Defence","Ministry of Defence","Land Forces","01264 886108","LF-Sec-Group@mod.uk","1598395","N/D","1.00","N/D","","","Military","","1"
"1603539","N/D","OF-6","Director Educational and Training Services (Army)","DETS(A) is responsible for Army Educational Policy and provides functional direction to and assurance of Army Educational and Training Services. DETS(A) delivers subject matter expertise for Army/MOD/OGD, external stakeholders, professional bodies and other Armed Forces. DETS(A) is also the lead proponent for cultural and language capability; Army Library and Information Services; Accreditation.","Ministry of Defence","Ministry of Defence","Land Forces","01264 886108","LF-Sec-Group@mod.uk","1598395","4627586","1.00","N/D","","","Military","","1"
"1603207","N/D","OF-6","Director Army Personnel Strategy","DAPS Mission: To develop Army personnel strategy and engage with Defence and the other services to shape and influence strategic personnel direction and the delivery of joint effects, in order to sustain and enhance the operational effectiveness of the Army.","Ministry of Defence","Ministry of Defence","Land Forces","01264 886108","LF-Sec-Group@mod.uk","1598395","N/D","1.00","N/D","","","Military","","1"
"1602797","N/D","OF-6","Director Manning (Army)","DM(A) is to develop and direct manning and employment and health policy and plans in order to sustain the Army manpower component of Defence capability, now and in the future.","Ministry of Defence","Ministry of Defence","Land Forces","01264 886108","LF-Sec-Group@mod.uk","1598395","N/D","1.00","N/D","","","Military","","1"
"1603179","N/D","OF-6","Director Personnel Services (Army)","DPS(A) is to develop policy for the promotion of the Army's ethos, the maintenance of discipline, and the development and delivery of the Army's conditions of service, in order to sustain the motivation and well being of the Army.","Ministry of Defence","Ministry of Defence","Land Forces","01264 886108","LF-Sec-Group@mod.uk","1598395","3106044","1.00","N/D","","","Military","","1"
"1248596","Major General A R Gregory CB","OF-7","Military Secretary","The Military Secretary’s role is to develop, manage and guide the careers of all officers and soldiers, giving due weight to the needs of the Army and the individual, with the overriding purpose of enhancing the operational effectiveness of the Army.  In a nutshell, the Military Secretary supports the Army’s operational effectiveness by matching the right people, regular and reservists, to the right posts, and giving them timely notice","Ministry of Defence","Ministry of Defence","Land Forces","01264 886108","LF-Sec-Group@mod.uk","1591920","120267133","1.00","N/D","","","Military","","1"
"1224948","N/D","OF-6","Deputy Military Secretary","Holds responsibility for the career management and development of officers (below Major General) and all soldiers in the Army, both Regular and Reserve. Mission: ‘To develop, manage and guide the careers of all officers and soldiers, giving due weight to the needs of both the Army and the individual, with the overriding purpose of enhancing the operational effectiveness of the Army.’","Ministry of Defence","Ministry of Defence","Land Forces","01264 886108","LF-Sec-Group@mod.uk","1248596","N/D","1.00","N/D","","","Military","","1"
"1144260","Major General D A H Shaw","OF-7","General Officer Commanding 2 Division","Provide the necessary Firm Base support within boundaries in order to meet the CinC LF’s operational requirements and wider Defence needs. The 2nd Division is responsible for the training, deployment and administration of Army units in Scotland, Northern Ireland and Northern England.  As a Regional Division, it is one of the Army's key formations, helping to deliver military capability to the Government and the British people.","Ministry of Defence","Ministry of Defence","Land Forces","01264 886108","LF-Sec-Group@mod.uk","1591920","45711808","1.00","N/D","","","Military","","1"
"1253061","N/D","OF-6","Commander 15 (North East) Brigade","15 (NE) Brigade is the regional brigade which looks after the Army's interests in the North East of England. The Brigade is to provide the necessary Firm Base support within boundaries in order to meet in CinC LF's operational requirements and wider Defence needs.","Ministry of Defence","Ministry of Defence","Land Forces","01264 886108","LF-Sec-Group@mod.uk","1144260","6602806","1.00","N/D","","","Military","","1"
"1459738","N/D","OF-6","Commander 38 (Irish) Brigade","38 (Irish) Brigade is the regional brigade which commands operations and delivers the Firm Base in Northern Ireland in order to meet CinC LF's operational requirements and wider Defence needs.","Ministry of Defence","Ministry of Defence","Land Forces","01264 886108","LF-Sec-Group@mod.uk","1144260","19433280","1.00","N/D","","","Military","","1"
"1168245","N/D","OF-6","Commander 42 (North West) Brigade","42 (North West) Brigade is the regional brigade which looks after the Army's interests in North West England and the Isle of Man. The Brigade is to provide the necessary Firm Base support within boundaries in order to meet in CinC LF's operational requirements and wider Defence needs.","Ministry of Defence","Ministry of Defence","Land Forces","01264 886108","LF-Sec-Group@mod.uk","1144260","3265800","1.00","N/D","","","Military","","1"
"1167292","N/D","OF-6","Commander 51 (Scottish) Brigade","51 (Scottish) Brigade is to provide and manage effectively Infrastructure Support, Military Capability, Representation and resources within Scotland. The Brigade is to provide the necessary Firm Base support within boundaries in order to meet in CinC LF's operational requirements and wider Defence needs.","Ministry of Defence","Ministry of Defence","Land Forces","01264 886108","LF-Sec-Group@mod.uk","1144260","4046313","1.00","N/D","","","Military","","1"
"1152846","Major General R L Kirkland CBE","OF-7","General Officer Commanding 4 Division","Provide the necessary Firm Base support within boundaries, including British Gurkhas Nepal and Brunei Garrison and exercise control over DFRMO, in order to meet CinC LF’s operational requirements and wider Defence needs.","Ministry of Defence","Ministry of Defence","Land Forces","01264 886108","LF-Sec-Group@mod.uk","1591920","80462938","1.00","N/D","","","Military","","1"
"1167034","N/D","OF-6","Commander 2 (South East) Brigade","2 (South East) Brigade is the Regional formation of the Army in the South East of England, part of the 4th Division. The Brigade is to provide the necessary Firm Base support within boundaries including British Gurkhas Nepal and Brunei Garrison and exercise control over DFRMO, in order to meet CinC LF's operational requirements and wider Defence needs.","Ministry of Defence","Ministry of Defence","Land Forces","01264 886108","LF-Sec-Group@mod.uk","1152846","3503977","1.00","N/D","","","Military","","1"
"1168553","N/D","OF-6","Commander 43 (Wessex) Brigade","43 (Wessex) Brigade is the Army Regional formation in the South West of England. It provides the necessary Firm Base support within boundaries in order to meet CinC LF's operational requirements and wider Defence needs.","Ministry of Defence","Ministry of Defence","Land Forces","01264 886108","LF-Sec-Group@mod.uk","1152846","4393916","1.00","N/D","","","Military","","1"
"1178769","N/D","OF-6","Commander 145 (South) Brigade","145 (South) Brigade is the Army Regional formation in the South of England, and it forms part of the 4th Division in Regional Forces. It provides the necessary Firm Base support within boundaries in order to meet CinC LF's operational requirements and wider Defence needs.","Ministry of Defence","Ministry of Defence","Land Forces","01264 886108","LF-Sec-Group@mod.uk","1152846","3448669","1.00","N/D","","","Military","","1"
"1211451","Major General M J Rutledge CB OBE","OF-7","General Officer Commanding 5 Division","Provide the necessary Firm Base support within boundaries in order to meet the CinC LF’s operational requirements and wider Defence needs. The 5th Division is responsible for the training, deployment and administration of Army units in Wales, the Midlands and East Anglia.  As a Regional Division, it is one of the Army's key formations, helping to deliver military capability to the Government and the British people.","Ministry of Defence","Ministry of Defence","Land Forces","01264 886108","LF-Sec-Group@mod.uk","1591920","29066370","1.00","N/D","","","Military","","1"
"1168742","N/D","OF-6","Commander 49 (East) Brigade","49 (East) Brigade covers East Midlands and East Anglia. The brigade is responsible for providing the necessary Firm Base support within boundaries in order to meet CinC LF's operational requirements and wider Defence needs.","Ministry of Defence","Ministry of Defence","Land Forces","01264 886108","LF-Sec-Group@mod.uk","1211451","3712907","1.00","N/D","","","Military","","1"
"1168111","N/D","OF-6","Commander 143 (West Midlands) Brigade","143 (WM) Brigade covers the West Midlands. It provides the necessary Firm Base support wihtin boundaries in order to meet CinC LF's operational requirements and wider Defence needs.","Ministry of Defence","Ministry of Defence","Land Forces","01264 886108","LF-Sec-Group@mod.uk","1211451","4054018","1.00","N/D","","","Military","","1"
"1168154","N/D","OF-6","Commander 160 (Wales) Brigade","160 (Wales) Brigade is to provide the necessary Firm Base support within Wales in order to meet CinC LF’s operational requirements and wider Defence needs.","Ministry of Defence","Ministry of Defence","Land Forces","01264 886108","LF-Sec-Group@mod.uk","1211451","3228464","1.00","N/D","","","Military","","1"
"1146049","Maj Gen G P R Norton CBE","OF-7","General Officer Commanding London District","To provide the necessary Firm Base support within boundaries, and deliver MT 2.3 in London and Windsor, in order to meet CinC LF’s operational requirements and wider Defence needs.","Ministry of Defence","Ministry of Defence","Land Forces","01264 886108","LF-Sec-Group@mod.uk","1591920","96324477","1.00","N/D","","","Military","","1"
"1146077","N/D","OF-6","Deputy Commander London District","Support GOC London District in ordre to provide the necessary Firm Base support within boundaries, and deliver MT 2.3 in London and Windsor, in order to meet CinC LF’s operational requirements and wider Defence needs.","Ministry of Defence","Ministry of Defence","Land Forces","01264 886108","LF-Sec-Group@mod.uk","1146049","N/D","1.00","N/D","","","Military","","1"
"1167888","Major General N J Caplin","OF-7","General Officer Commanding Unitied Kingdom Support Command","UKSC is to provide the necessary Firm Base support, championing overseas support, within boundaries in order to meet CinC LF’s operational requirements and wider Defence needs. UKSC exists above all to provide infrastructure support to 1 (UK) Armd Div and HQ ARRC and is under the direct command of HQ Land Command in the UK.","Ministry of Defence","Ministry of Defence","Land Forces","01264 886108","LF-Sec-Group@mod.uk","1591920","27720640","1.00","N/D","","","Military","","1"
"1523140","N/D","OF-6","Director British Forces Germany Health Service","To improve the health of the Army by assuring the delivery of appropriate, safe and timely healthcare, ensuring that the Army is supported by robust and sustainable services in order to maximise operational effectiveness.","Ministry of Defence","Ministry of Defence","Land Forces","01264 886108","LF-Sec-Group@mod.uk","1167888","N/D","1.00","N/D","","","Military","","1"
"1225305","N/D","OF-6","Commander Germany Support Group","The Germany Support Group delivers Firm Base support to some 40,000 British service personnel and their dependants based in Germany . Its outputs are analogous to those of a UK based regional brigade in that it delivers the full range of personnel, logistic, equipment, training and infrastructure support to its dependency. Unlike a regional brigade, it acts as in lieu of a UK local authority by fulfilling a range of statutory obligations such health, education, customs & excise and the safeguarding of children, but has no responsibility for recruiting, TA & cadets or UK resilience. The key outcome is to ensure the deployability of 1 (UK) Armd Div and Theatre Troops on expeditionary operations.","Ministry of Defence","Ministry of Defence","Land Forces","01264 886108","LF-Sec-Group@mod.uk","1167888","N/D","1.00","N/D","","","Military","","1"
"1255135","Lieutenant General J J C Bucknall CBE","OF-8","Commander Allied Rapid Reaction Corps","COMARRC is to command Operational Command troops within the Allied Rapid Reaction Corps in order to contribute towards the UK military commitment to NATO.","Ministry of Defence","Ministry of Defence","Land Forces","01264 886108","LF-Sec-Group@mod.uk","1598314","10790743","1.00","125000","129999","","Military","","1"
"1255246","Major General T P Evans DSO MBE","OF-7","Chief of Staff Allied Rapid Reaction Corps","Direct and coordinate the staff output within HQ ARRC to optimise the military capability within the Allied Rapid Reaction Corps in order to contribute towards the UK military commitment to NATO.","Ministry of Defence","Ministry of Defence","Land Forces","01264 886108","LF-Sec-Group@mod.uk","1255135","N/D","1.00","N/D","","","Military","","1"
"1258926","N/D","OF-6","Chief Personnel and Logistics HQ Allied Rapid Reaction Corps","Coordinate and deliver all support activity within HQ Allied Rapid Reaction Corps to optimise the military capability within the Allied Rapid Reaction Corps in order to contribute towards the UK military commitment to NATO.","Ministry of Defence","Ministry of Defence","Land Forces","01264 886108","LF-Sec-Group@mod.uk","1255135","N/D","1.00","N/D","","","Military","","1"
"1257781","N/D","OF-6","Chief Joint Fires & Influence Branch HQ Allied Rapid Reaction Corps","Ch JF&I Br is to command OPCOM troops, develop JF&I policy within the HQ and facilitate the planning and delivery of all Fires and Influence activity when deployed.","Ministry of Defence","Ministry of Defence","Land Forces","01264 886108","LF-Sec-Group@mod.uk","1255135","N/D","1.00","N/D","","","Military","","1"
"1258544","N/D","OF-6","Chief Engineer HQ Allied Rapid Reaction Corps","Ch Engr is to command OPCOM troops, develop Engr policy within the HQ and facilitate the planning and delivery of all Engr activity when deployed.","Ministry of Defence","Ministry of Defence","Land Forces","01264 886108","LF-Sec-Group@mod.uk","1255135","N/D","1.00","N/D","","","Military","","1"
"1257340","N/D","OF-6","Chief G7 Training & Development HQ Allied Rapid Reaction Corps","To coordinate and oversee training and devlopment within the Allied Rapid Reaction Corps in order to prepare the headquarters for forthcoming deployments and commitments. Thereby contributing towards the UK military commitment to NATO.","Ministry of Defence","Ministry of Defence","Land Forces","01264 886108","LF-Sec-Group@mod.uk","1255135","N/D","1.00","N/D","","","Military","","1"
"00126369","David Stephens","SCS2","Land Forces Command Secretary (Resources)","Land Forces Command Secretary Resources’ role is to support CGS, the Commander-in-Chief and subordinate budget holders, in managing the Land Forces Top Level Budget and in resource planning.  As Senior Finance Officer, LF Comd Sec Res is responsible for advice on: the integrity of Land Forces financial systems; the regularity and propriety of expenditure; the achievement of efficiency and value for money; effective corporate governance; and for functional leadership of finance staff across Land Forces TLB.","Ministry of Defence","Ministry of Defence","Land Forces","01264 886108","LF-Sec-Group@mod.uk","1598314","N/D","1.00","95000","99999","","Operational Delivery","","1"
"00039784","Patrick Turner","SCS2","Land Forces Command Secretary (Secretariat)","To ensure the proper and efficient handling of the Department of State aspects of Army issues on behalf of the Commander in Chief Land Forces and the Adjutant General","Ministry of Defence","Ministry of Defence","Land Forces","01264 886108","LF-Sec-Group@mod.uk","1598314","N/D","1.00","95000","99999","","Operational Delivery","","1"
"00043851","Lynda Fisher","SCS2","Director Children and Young People","Responsible for the professional leadership and direction across MOD for Children and Young People’s Services; governance and integration of those services provided by MOD both in UK and overseas, and championing the needs of children and young people who belong to the Services community within the UK context at local authority and national levels.","Ministry of Defence","Ministry of Defence","Land Forces","01264 886108","LF-Sec-Group@mod.uk","1591920","30817342","1.00","95000","99999","","Operational Delivery","Salary cost of report not inclusive of LEC salaries","1"
"00126370","Vacant","SCS1","Land Forces Deputy Command Secretary (Resources & Commercial)","Deputy Command Secretary (Resources and Commercial) supports the Land Forces SFO (Command Secretary Resources) by ensuring the provision of effective systems, processes and skills to enable resource and commercial management by Commanders across the Army; ensuring that decisions at the highest level of Army planning are taken with the fullest cognisance of their financial, contractual, regularity and propriety implications, and to manage the changes necessary to ensure effective delivery of both functions across Land Forces. ","Ministry of Defence","Ministry of Defence","Land Forces","N/A","LF-Sec-Group@mod.uk","00126369","N/D","1.00","0","0","","Finance","","1"
"00037389","N/D","SCS1","Director Recruit Training","To provide direction and support to all divisional activities in accordance with DGART's intent and in conjunction with COS.","Ministry of Defence","Ministry of Defence","Land Forces","01264 886108","LF-Sec-Group@mod.uk","1272850","N/D","1.00","N/D","","","Policy","","1"
"00165443","N/D","SCS1","Land Forces Deputy Command Secretary (Secretariat))","To ensure the proper and efficient handling of the Department of State aspects of Army issues on behalf of the Commander in Chief Land Forces and the Adjutant General","Ministry of Defence","Ministry of Defence","Land Forces","01264 886108","LF-Sec-Group@mod.uk","00039784","N/D","1.00","N/D","","","Policy","","1"
"00185635","Vacant","SCS1","Duke of Yorks Royal Military School Academy Project Leader","To manage the feasibility and implementation of the movement of Duke of York’s Royal Military School out of MOD ownership to become an independent Academy and State Boarding School operating within the mainstream educational sector; maintaining the military ethos characteristics of the school and providing educational opportunity for the children of mobile Service personnel.","Ministry of Defence","Ministry of Defence","Land Forces","N/A","LF-Sec-Group@mod.uk","00039784","N/D","1.00","N/D","","","Programme and Project Management (PPM)","The post became vacant on 31/03/10","1"
"00167011","N/D","SCS1","Project AVANTI Programme Team Leader","This is a mixed military and civilain team led by a 1* SCS and based in HQ Land Forces (HQ LF) at Andover. In addition to Project AVANTI the team is also responsible for delivering the BORONA Programme. Whilst individual team members do have responsibilities that span both Project AVANTI and the BORONA Programme these are quite separate work strands.","Ministry of Defence","Ministry of Defence","Land Forces","N/D","LF-Sec-Group@mod.uk","1591920","N/D","1.00","N/D","","","Programme and Project Management (PPM)","","1"
"00125818","N/D","SCS1","Director Legal Services (Germany)","DLS(G) is a limb of the MOD’s Central Legal Services and provides legal advice to British Forces in Germany, working directly to the GOC UKSC. The Director’s team is embedded in JHQ Rheindahlen. The Director’s task is to provide independent legal advice to UK forces on all aspects of living in and operating in and from Germany and the European Support Group; to advise on international law; to negotiate international and bilateral agreements; to provide advice to the British delegation at Sending States meetings, and to advise on any questions of German and UK law","Ministry of Defence","Ministry of Defence","Land Forces","01264 886108","LF-Sec-Group@mod.uk","1167888","N/D","1.00","N/D","","","Law","Please be aware that this post may be double accounted for by inclusion in the CLS organagram.","1"
"00149613","Vacant","SCS1","Project HYPERION Programme Manager","Project Hyperion Programme Manager","Ministry of Defence","Ministry of Defence","Land Forces","N/A","LF-Sec-Group@mod.uk","00167011","N/D","1.00","0","0","","Programme and Project Management (PPM)","Project Hyperion Post, this post was never filled and project has now completed","1"
"00038070","Vacant","SCS1","Director Whole Fleet Management","To achieve better management of the defence land equipment fleets to enable MoD to carry out the same defence role more economically.","Ministry of Defence","Ministry of Defence","Land Forces","N/A","LF-Sec-Group@mod.uk","1603839","N/D","1.00","0","0","","Programme and Project Management (PPM)","The post became vacant on 08/09/09","1"
